Np,L,day,age_group,uniq
100000,wh,58,6-11,1156
100000,wh,58,12-17,997
100000,wh,58,18-44,973
100000,wh,58,45-64,1011
100000,wh,58,65+,1070
100000,wh,59,0-5,1120
100000,wh,59,6-11,1164
100000,wh,59,12-17,1006
100000,wh,59,18-44,986
100000,wh,59,45-64,1020
100000,wh,59,65+,1082
100000,wh,60,0-5,1138
100000,wh,60,6-11,1180
100000,wh,60,12-17,1016
100000,wh,60,18-44,994
100000,wh,60,45-64,1036
100000,wh,60,65+,1094
100000,wh,61,0-5,1148
100000,wh,61,6-11,1191
100000,wh,61,12-17,1030
100000,wh,61,18-44,1003
100000,wh,61,45-64,1053
100000,wh,61,65+,1114
100000,wh,62,0-5,1158
100000,wh,62,6-11,1198
100000,wh,62,12-17,1041
100000,wh,62,18-44,1019
100000,wh,62,45-64,1063
100000,wh,62,65+,1123
100000,wh,63,0-5,1168
100000,wh,63,6-11,1211
100000,wh,63,12-17,1051
100000,wh,63,18-44,1040
100000,wh,63,45-64,1069
100000,wh,63,65+,1132
100000,wh,64,0-5,1187
100000,wh,64,6-11,1231
100000,wh,64,12-17,1060
100000,wh,64,18-44,1053
100000,wh,64,45-64,1076
100000,wh,64,65+,1157
100000,wh,65,0-5,1202
100000,wh,65,6-11,1246
100000,wh,65,12-17,1070
100000,wh,65,18-44,1059
100000,wh,65,45-64,1089
100000,wh,65,65+,1171
100000,wh,66,0-5,1221
100000,wh,66,6-11,1253
100000,wh,66,12-17,1081
100000,wh,66,18-44,1075
100000,wh,66,45-64,1102
100000,wh,66,65+,1184
100000,wh,67,0-5,1239
100000,wh,67,6-11,1268
100000,wh,67,12-17,1099
100000,wh,67,18-44,1087
100000,wh,67,45-64,1115
100000,wh,67,65+,1198
100000,wh,68,0-5,1255
100000,wh,68,6-11,1290
100000,wh,68,12-17,1113
100000,wh,68,18-44,1102
100000,wh,68,45-64,1127
100000,wh,68,65+,1211
100000,wh,69,0-5,1268
100000,wh,69,6-11,1311
100000,wh,69,12-17,1126
100000,wh,69,18-44,1116
100000,wh,69,45-64,1144
100000,wh,69,65+,1223
100000,wh,70,0-5,1286
100000,wh,70,6-11,1333
100000,wh,70,12-17,1146
100000,wh,70,18-44,1124
100000,wh,70,45-64,1157
100000,wh,70,65+,1237
100000,wh,71,0-5,1301
100000,wh,71,6-11,1352
100000,wh,71,12-17,1167
100000,wh,71,18-44,1144
100000,wh,71,45-64,1168
100000,wh,71,65+,1254
100000,wh,72,0-5,1322
100000,wh,72,6-11,1378
100000,wh,72,12-17,1190
100000,wh,72,18-44,1157
100000,wh,72,45-64,1181
100000,wh,72,65+,1276
100000,wh,73,0-5,1335
100000,wh,73,6-11,1397
100000,wh,73,12-17,1208
100000,wh,73,18-44,1173
100000,wh,73,45-64,1193
100000,wh,73,65+,1299
100000,wh,74,0-5,1350
100000,wh,74,6-11,1423
100000,wh,74,12-17,1225
100000,wh,74,18-44,1187
100000,wh,74,45-64,1217
100000,wh,74,65+,1321
100000,wh,75,0-5,1370
100000,wh,75,6-11,1442
100000,wh,75,12-17,1246
100000,wh,75,18-44,1202
100000,wh,75,45-64,1234
100000,wh,75,65+,1336
100000,wh,76,0-5,1385
100000,wh,76,6-11,1467
100000,wh,76,12-17,1268
100000,wh,76,18-44,1216
100000,wh,76,45-64,1255
100000,wh,76,65+,1350
100000,wh,77,0-5,1401
100000,wh,77,6-11,1491
100000,wh,77,12-17,1284
100000,wh,77,18-44,1232
100000,wh,77,45-64,1273
100000,wh,77,65+,1376
100000,wh,78,0-5,1418
100000,wh,78,6-11,1511
100000,wh,78,12-17,1297
100000,wh,78,18-44,1243
100000,wh,78,45-64,1286
100000,wh,78,65+,1393
100000,wh,79,0-5,1440
100000,wh,79,6-11,1530
100000,wh,79,12-17,1311
100000,wh,79,18-44,1265
100000,wh,79,45-64,1309
100000,wh,79,65+,1410
100000,wh,80,0-5,1458
100000,wh,80,6-11,1557
100000,wh,80,12-17,1337
100000,wh,80,18-44,1285
100000,wh,80,45-64,1325
100000,wh,80,65+,1428
100000,wh,81,0-5,1488
100000,wh,81,6-11,1570
100000,wh,81,12-17,1359
100000,wh,81,18-44,1309
100000,wh,81,45-64,1356
100000,wh,81,65+,1457
100000,wh,82,0-5,1504
100000,wh,82,6-11,1595
100000,wh,82,12-17,1389
100000,wh,82,18-44,1330
100000,wh,82,45-64,1380
100000,wh,82,65+,1479
100000,wh,83,0-5,1524
100000,wh,83,6-11,1625
100000,wh,83,12-17,1414
100000,wh,83,18-44,1347
100000,wh,83,45-64,1392
100000,wh,83,65+,1505
100000,wh,84,0-5,1556
100000,wh,84,6-11,1651
100000,wh,84,12-17,1432
100000,wh,84,18-44,1366
100000,wh,84,45-64,1410
100000,wh,84,65+,1529
100000,wh,85,0-5,1578
100000,wh,85,6-11,1679
100000,wh,85,12-17,1457
100000,wh,85,18-44,1386
100000,wh,85,45-64,1428
100000,wh,85,65+,1551
100000,wh,86,0-5,1601
100000,wh,86,6-11,1710
100000,wh,86,12-17,1479
100000,wh,86,18-44,1409
100000,wh,86,45-64,1448
100000,wh,86,65+,1577
100000,wh,87,0-5,1627
100000,wh,87,6-11,1744
100000,wh,87,12-17,1500
100000,wh,87,18-44,1430
100000,wh,87,45-64,1470
100000,wh,87,65+,1600
100000,wh,88,0-5,1662
100000,wh,88,6-11,1782
100000,wh,88,12-17,1527
100000,wh,88,18-44,1451
100000,wh,88,45-64,1494
100000,wh,88,65+,1626
100000,wh,89,0-5,1686
100000,wh,89,6-11,1808
100000,wh,89,12-17,1559
100000,wh,89,18-44,1480
100000,wh,89,45-64,1512
100000,wh,89,65+,1669
100000,wh,90,0-5,1713
100000,wh,90,6-11,1845
100000,wh,90,12-17,1594
100000,wh,90,18-44,1498
100000,wh,90,45-64,1545
100000,wh,90,65+,1703
100000,wh,91,0-5,1751
100000,wh,91,6-11,1881
100000,wh,91,12-17,1622
100000,wh,91,18-44,1517
100000,wh,91,45-64,1584
100000,wh,91,65+,1733
100000,wh,92,0-5,1780
100000,wh,92,6-11,1915
100000,wh,92,12-17,1660
100000,wh,92,18-44,1548
100000,wh,92,45-64,1616
100000,wh,92,65+,1760
100000,wh,93,0-5,1811
100000,wh,93,6-11,1950
100000,wh,93,12-17,1681
100000,wh,93,18-44,1577
100000,wh,93,45-64,1648
100000,wh,93,65+,1795
100000,wh,94,0-5,1857
100000,wh,94,6-11,1988
100000,wh,94,12-17,1716
100000,wh,94,18-44,1600
100000,wh,94,45-64,1680
100000,wh,94,65+,1824
100000,wh,95,0-5,1895
100000,wh,95,6-11,2020
100000,wh,95,12-17,1747
100000,wh,95,18-44,1638
100000,wh,95,45-64,1711
100000,wh,95,65+,1856
100000,wh,96,0-5,1934
100000,wh,96,6-11,2066
100000,wh,96,12-17,1791
100000,wh,96,18-44,1672
100000,wh,96,45-64,1747
100000,wh,96,65+,1886
100000,wh,97,0-5,1973
100000,wh,97,6-11,2111
100000,wh,97,12-17,1827
100000,wh,97,18-44,1701
100000,wh,97,45-64,1780
100000,wh,97,65+,1921
100000,wh,98,0-5,2007
100000,wh,98,6-11,2157
100000,wh,98,12-17,1854
100000,wh,98,18-44,1733
100000,wh,98,45-64,1814
100000,wh,98,65+,1962
100000,wh,99,0-5,2049
100000,wh,99,6-11,2208
100000,wh,99,12-17,1903
100000,wh,99,18-44,1773
100000,wh,99,45-64,1860
100000,wh,99,65+,1999
100000,wh,100,0-5,2087
100000,wh,100,6-11,2265
100000,wh,100,12-17,1947
100000,wh,100,18-44,1804
100000,wh,100,45-64,1889
100000,wh,100,65+,2036
100000,wh,101,0-5,2135
100000,wh,101,6-11,2314
100000,wh,101,12-17,1979
100000,wh,101,18-44,1847
100000,wh,101,45-64,1929
100000,wh,101,65+,2079
100000,wh,102,0-5,2184
100000,wh,102,6-11,2371
100000,wh,102,12-17,2016
100000,wh,102,18-44,1883
100000,wh,102,45-64,1961
100000,wh,102,65+,2125
100000,wh,103,0-5,2222
100000,wh,103,6-11,2430
100000,wh,103,12-17,2065
100000,wh,103,18-44,1910
100000,wh,103,45-64,2003
100000,wh,103,65+,2177
100000,wh,104,0-5,2284
100000,wh,104,6-11,2505
100000,wh,104,12-17,2117
100000,wh,104,18-44,1952
100000,wh,104,45-64,2053
100000,wh,104,65+,2219
100000,wh,105,0-5,2331
100000,wh,105,6-11,2582
100000,wh,105,12-17,2170
100000,wh,105,18-44,1993
100000,wh,105,45-64,2115
100000,wh,105,65+,2275
100000,wh,106,0-5,2387
100000,wh,106,6-11,2649
100000,wh,106,12-17,2223
100000,wh,106,18-44,2051
100000,wh,106,45-64,2161
100000,wh,106,65+,2335
100000,wh,107,0-5,2460
100000,wh,107,6-11,2707
100000,wh,107,12-17,2273
100000,wh,107,18-44,2090
100000,wh,107,45-64,2214
100000,wh,107,65+,2400
100000,wh,108,0-5,2522
100000,wh,108,6-11,2777
100000,wh,108,12-17,2332
100000,wh,108,18-44,2149
100000,wh,108,45-64,2272
100000,wh,108,65+,2458
100000,wh,109,0-5,2602
100000,wh,109,6-11,2853
100000,wh,109,12-17,2379
100000,wh,109,18-44,2200
100000,wh,109,45-64,2318
100000,wh,109,65+,2509
100000,wh,110,0-5,2668
100000,wh,110,6-11,2924
100000,wh,110,12-17,2441
100000,wh,110,18-44,2256
100000,wh,110,45-64,2381
100000,wh,110,65+,2562
100000,wh,111,0-5,2751
100000,wh,111,6-11,3023
100000,wh,111,12-17,2515
100000,wh,111,18-44,2328
100000,wh,111,45-64,2442
100000,wh,111,65+,2634
100000,wh,112,0-5,2837
100000,wh,112,6-11,3117
100000,wh,112,12-17,2595
100000,wh,112,18-44,2406
100000,wh,112,45-64,2517
100000,wh,112,65+,2715
100000,wh,113,0-5,2917
100000,wh,113,6-11,3208
100000,wh,113,12-17,2680
100000,wh,113,18-44,2485
100000,wh,113,45-64,2597
100000,wh,113,65+,2793
100000,wh,114,0-5,3022
100000,wh,114,6-11,3294
100000,wh,114,12-17,2746
100000,wh,114,18-44,2544
100000,wh,114,45-64,2673
100000,wh,114,65+,2882
100000,wh,115,0-5,3112
100000,wh,115,6-11,3414
100000,wh,115,12-17,2844
100000,wh,115,18-44,2611
100000,wh,115,45-64,2740
100000,wh,115,65+,2972
100000,wh,116,0-5,3203
100000,wh,116,6-11,3535
100000,wh,116,12-17,2945
100000,wh,116,18-44,2688
100000,wh,116,45-64,2835
100000,wh,116,65+,3066
100000,wh,117,0-5,3324
100000,wh,117,6-11,3634
100000,wh,117,12-17,3069
100000,wh,117,18-44,2770
100000,wh,117,45-64,2915
100000,wh,117,65+,3155
100000,wh,118,0-5,3445
100000,wh,118,6-11,3769
100000,wh,118,12-17,3186
100000,wh,118,18-44,2845
100000,wh,118,45-64,2998
100000,wh,118,65+,3274
100000,wh,119,0-5,3562
100000,wh,119,6-11,3909
100000,wh,119,12-17,3307
100000,wh,119,18-44,2953
100000,wh,119,45-64,3123
100000,wh,119,65+,3398
100000,wh,120,0-5,3683
100000,wh,120,6-11,4084
100000,wh,120,12-17,3433
100000,wh,120,18-44,3070
100000,wh,120,45-64,3240
100000,wh,120,65+,3519
100000,wh,121,0-5,3877
100000,wh,121,6-11,4238
100000,wh,121,12-17,3561
100000,wh,121,18-44,3165
100000,wh,121,45-64,3363
100000,wh,121,65+,3639
100000,wh,122,0-5,4049
100000,wh,122,6-11,4439
100000,wh,122,12-17,3680
100000,wh,122,18-44,3292
100000,wh,122,45-64,3484
100000,wh,122,65+,3787
100000,wh,123,0-5,4218
100000,wh,123,6-11,4626
100000,wh,123,12-17,3835
100000,wh,123,18-44,3416
100000,wh,123,45-64,3596
100000,wh,123,65+,3953
100000,wh,124,0-5,4374
100000,wh,124,6-11,4845
100000,wh,124,12-17,4002
100000,wh,124,18-44,3579
100000,wh,124,45-64,3742
100000,wh,124,65+,4124
100000,wh,125,0-5,4559
100000,wh,125,6-11,5043
100000,wh,125,12-17,4184
100000,wh,125,18-44,3712
100000,wh,125,45-64,3900
100000,wh,125,65+,4279
100000,wh,126,0-5,4767
100000,wh,126,6-11,5253
100000,wh,126,12-17,4387
100000,wh,126,18-44,3888
100000,wh,126,45-64,4078
100000,wh,126,65+,4448
100000,wh,127,0-5,5000
100000,wh,127,6-11,5503
100000,wh,127,12-17,4627
100000,wh,127,18-44,4058
100000,wh,127,45-64,4256
100000,wh,127,65+,4647
100000,wh,128,0-5,5270
100000,wh,128,6-11,5767
100000,wh,128,12-17,4849
100000,wh,128,18-44,4249
100000,wh,128,45-64,4461
100000,wh,128,65+,4864
100000,wh,129,0-5,5560
100000,wh,129,6-11,6101
100000,wh,129,12-17,5126
100000,wh,129,18-44,4446
100000,wh,129,45-64,4702
100000,wh,129,65+,5108
100000,wh,130,0-5,5859
100000,wh,130,6-11,6456
100000,wh,130,12-17,5407
100000,wh,130,18-44,4686
100000,wh,130,45-64,4948
100000,wh,130,65+,5368
100000,wh,131,0-5,6229
100000,wh,131,6-11,6814
100000,wh,131,12-17,5717
100000,wh,131,18-44,4950
100000,wh,131,45-64,5201
100000,wh,131,65+,5666
100000,wh,132,0-5,6626
100000,wh,132,6-11,7197
100000,wh,132,12-17,6048
100000,wh,132,18-44,5261
100000,wh,132,45-64,5506
100000,wh,132,65+,6011
100000,wh,133,0-5,7032
100000,wh,133,6-11,7634
100000,wh,133,12-17,6467
100000,wh,133,18-44,5584
100000,wh,133,45-64,5835
100000,wh,133,65+,6407
100000,wh,134,0-5,7504
100000,wh,134,6-11,8135
100000,wh,134,12-17,6913
100000,wh,134,18-44,5971
100000,wh,134,45-64,6226
100000,wh,134,65+,6822
100000,wh,135,0-5,8054
100000,wh,135,6-11,8730
100000,wh,135,12-17,7423
100000,wh,135,18-44,6380
100000,wh,135,45-64,6697
100000,wh,135,65+,7302
100000,wh,136,0-5,8691
100000,wh,136,6-11,9415
100000,wh,136,12-17,8018
100000,wh,136,18-44,6889
100000,wh,136,45-64,7219
100000,wh,136,65+,7845
100000,wh,137,0-5,9404
100000,wh,137,6-11,10217
100000,wh,137,12-17,8699
100000,wh,137,18-44,7456
100000,wh,137,45-64,7787
100000,wh,137,65+,8492
100000,wh,138,0-5,10275
100000,wh,138,6-11,11123
100000,wh,138,12-17,9455
100000,wh,138,18-44,8105
100000,wh,138,45-64,8441
100000,wh,138,65+,9209
100000,wh,139,0-5,11267
100000,wh,139,6-11,12218
100000,wh,139,12-17,10387
100000,wh,139,18-44,8886
100000,wh,139,45-64,9222
100000,wh,139,65+,10077
100000,wh,140,0-5,12374
100000,wh,140,6-11,13463
100000,wh,140,12-17,11473
100000,wh,140,18-44,9858
100000,wh,140,45-64,10216
100000,wh,140,65+,11121
100000,wh,141,0-5,13800
100000,wh,141,6-11,14995
100000,wh,141,12-17,12908
100000,wh,141,18-44,11108
100000,wh,141,45-64,11473
100000,wh,141,65+,12384
100000,wh,142,0-5,15535
100000,wh,142,6-11,16843
100000,wh,142,12-17,14615
100000,wh,142,18-44,12633
100000,wh,142,45-64,13030
100000,wh,142,65+,14054
100000,wh,143,0-5,17784
100000,wh,143,6-11,19051
100000,wh,143,12-17,16867
100000,wh,143,18-44,14600
100000,wh,143,45-64,15026
100000,wh,143,65+,16156
100000,wh,144,0-5,20561
100000,wh,144,6-11,21856
100000,wh,144,12-17,19646
100000,wh,144,18-44,17247
100000,wh,144,45-64,17651
100000,wh,144,65+,18916
100000,wh,145,0-5,24100
100000,wh,145,6-11,25337
100000,wh,145,12-17,23365
100000,wh,145,18-44,20791
100000,wh,145,45-64,21235
100000,wh,145,65+,22574
100000,wh,146,0-5,28949
100000,wh,146,6-11,29995
100000,wh,146,12-17,28244
100000,wh,146,18-44,25768
100000,wh,146,45-64,26213
100000,wh,146,65+,27624
100000,wh,147,0-5,35551
100000,wh,147,6-11,36485
100000,wh,147,12-17,35045
100000,wh,147,18-44,32882
100000,wh,147,45-64,33265
100000,wh,147,65+,34616
100000,wh,148,0-5,45556
100000,wh,148,6-11,46180
100000,wh,148,12-17,45181
100000,wh,148,18-44,43710
100000,wh,148,45-64,43779
100000,wh,148,65+,44815
100000,wh,149,0-5,62409
100000,wh,149,6-11,62628
100000,wh,149,12-17,62420
100000,wh,149,18-44,61637
100000,wh,149,45-64,61442
100000,wh,149,65+,62084
1000000,16,1,0-5,31686
1000000,16,1,6-11,316
1000000,16,1,12-17,7087
1000000,16,1,18-44,50017
1000000,16,1,45-64,38768
1000000,16,1,65+,28862
1000000,16,2,0-5,34998
1000000,16,2,6-11,378
1000000,16,2,12-17,8809
1000000,16,2,18-44,52006
1000000,16,2,45-64,43835
1000000,16,2,65+,33450
1000000,16,3,0-5,41316
1000000,16,3,6-11,1593
1000000,16,3,12-17,15694
1000000,16,3,18-44,55495
1000000,16,3,45-64,52884
1000000,16,3,65+,41906
1000000,16,4,0-5,49825
1000000,16,4,6-11,32387
1000000,16,4,12-17,42373
1000000,16,4,18-44,58557
1000000,16,4,45-64,58964
1000000,16,4,65+,51723
1000000,16,5,0-5,53664
1000000,16,5,6-11,46407
1000000,16,5,12-17,52222
1000000,16,5,18-44,59830
1000000,16,5,45-64,61293
1000000,16,5,65+,57800
1000000,16,6,0-5,55107
1000000,16,6,6-11,47421
1000000,16,6,12-17,54411
1000000,16,6,18-44,60234
1000000,16,6,45-64,62077
1000000,16,6,65+,61088
1000000,16,7,0-5,55710
1000000,16,7,6-11,47492
1000000,16,7,12-17,54910
1000000,16,7,18-44,60405
1000000,16,7,45-64,62384
1000000,16,7,65+,62722
1000000,16,8,0-5,56142
1000000,16,8,6-11,47605
1000000,16,8,12-17,54959
1000000,16,8,18-44,60609
1000000,16,8,45-64,62443
1000000,16,8,65+,63482
1000000,16,9,0-5,56213
1000000,16,9,6-11,47730
1000000,16,9,12-17,54949
1000000,16,9,18-44,60706
1000000,16,9,45-64,62511
1000000,16,9,65+,63884
1000000,16,10,0-5,56278
1000000,16,10,6-11,47776
1000000,16,10,12-17,55010
1000000,16,10,18-44,60771
1000000,16,10,45-64,62481
1000000,16,10,65+,64102
1000000,16,11,0-5,56318
1000000,16,11,6-11,47805
1000000,16,11,12-17,54912
1000000,16,11,18-44,60973
1000000,16,11,45-64,62436
1000000,16,11,65+,63985
1000000,16,12,0-5,56564
1000000,16,12,6-11,47944
1000000,16,12,12-17,54959
1000000,16,12,18-44,60976
1000000,16,12,45-64,62557
1000000,16,12,65+,63936
1000000,16,13,0-5,56739
1000000,16,13,6-11,48108
1000000,16,13,12-17,55006
1000000,16,13,18-44,60819
1000000,16,13,45-64,62473
1000000,16,13,65+,63772
1000000,16,14,0-5,56813
1000000,16,14,6-11,48352
1000000,16,14,12-17,54995
1000000,16,14,18-44,60853
1000000,16,14,45-64,62499
1000000,16,14,65+,63784
1000000,16,15,0-5,56919
1000000,16,15,6-11,48676
1000000,16,15,12-17,55140
1000000,16,15,18-44,60786
1000000,16,15,45-64,62573
1000000,16,15,65+,63804
1000000,16,16,0-5,56945
1000000,16,16,6-11,49076
1000000,16,16,12-17,55241
1000000,16,16,18-44,60647
1000000,16,16,45-64,62634
1000000,16,16,65+,63879
1000000,16,17,0-5,57127
1000000,16,17,6-11,49481
1000000,16,17,12-17,55393
1000000,16,17,18-44,60695
1000000,16,17,45-64,62687
1000000,16,17,65+,63789
1000000,16,18,0-5,57297
1000000,16,18,6-11,49933
1000000,16,18,12-17,55456
1000000,16,18,18-44,60638
1000000,16,18,45-64,62863
1000000,16,18,65+,63742
1000000,16,19,0-5,57313
1000000,16,19,6-11,50453
1000000,16,19,12-17,55354
1000000,16,19,18-44,60733
1000000,16,19,45-64,62691
1000000,16,19,65+,63716
1000000,16,20,0-5,57374
1000000,16,20,6-11,51084
1000000,16,20,12-17,55292
1000000,16,20,18-44,60590
1000000,16,20,45-64,62676
1000000,16,20,65+,63687
1000000,16,21,0-5,57354
1000000,16,21,6-11,51910
1000000,16,21,12-17,55245
1000000,16,21,18-44,60666
1000000,16,21,45-64,62528
1000000,16,21,65+,63617
1000000,16,22,0-5,57579
1000000,16,22,6-11,52584
1000000,16,22,12-17,55164
1000000,16,22,18-44,60693
1000000,16,22,45-64,62432
1000000,16,22,65+,63627
1000000,16,23,0-5,57591
1000000,16,23,6-11,53368
1000000,16,23,12-17,55156
1000000,16,23,18-44,60526
1000000,16,23,45-64,62383
1000000,16,23,65+,63449
1000000,16,24,0-5,57736
1000000,16,24,6-11,54184
1000000,16,24,12-17,55161
1000000,16,24,18-44,60450
1000000,16,24,45-64,62386
1000000,16,24,65+,63360
1000000,16,25,0-5,57730
1000000,16,25,6-11,54942
1000000,16,25,12-17,55229
1000000,16,25,18-44,60321
1000000,16,25,45-64,62321
1000000,16,25,65+,63370
1000000,16,26,0-5,57901
1000000,16,26,6-11,55752
1000000,16,26,12-17,55186
1000000,16,26,18-44,60232
1000000,16,26,45-64,62200
1000000,16,26,65+,63212
1000000,16,27,0-5,57934
1000000,16,27,6-11,56616
1000000,16,27,12-17,55307
1000000,16,27,18-44,60080
1000000,16,27,45-64,61994
1000000,16,27,65+,63219
1000000,16,28,0-5,57994
1000000,16,28,6-11,57469
1000000,16,28,12-17,55355
1000000,16,28,18-44,59933
1000000,16,28,45-64,61873
1000000,16,28,65+,63183
1000000,16,29,0-5,58144
1000000,16,29,6-11,58124
1000000,16,29,12-17,55376
1000000,16,29,18-44,59811
1000000,16,29,45-64,61743
1000000,16,29,65+,63050
1000000,16,30,0-5,58371
1000000,16,30,6-11,58762
1000000,16,30,12-17,55412
1000000,16,30,18-44,59607
1000000,16,30,45-64,61664
1000000,16,30,65+,62997
1000000,16,31,0-5,58668
1000000,16,31,6-11,59333
1000000,16,31,12-17,55459
1000000,16,31,18-44,59445
1000000,16,31,45-64,61594
1000000,16,31,65+,62767
1000000,16,32,0-5,58665
1000000,16,32,6-11,59798
1000000,16,32,12-17,55521
1000000,16,32,18-44,59318
1000000,16,32,45-64,61524
1000000,16,32,65+,62758
1000000,16,33,0-5,58667
1000000,16,33,6-11,60328
1000000,16,33,12-17,55558
1000000,16,33,18-44,59076
1000000,16,33,45-64,61415
1000000,16,33,65+,62625
1000000,16,34,0-5,58741
1000000,16,34,6-11,60713
1000000,16,34,12-17,55615
1000000,16,34,18-44,58776
1000000,16,34,45-64,61420
1000000,16,34,65+,62652
1000000,16,35,0-5,58950
1000000,16,35,6-11,61025
1000000,16,35,12-17,55671
1000000,16,35,18-44,58639
1000000,16,35,45-64,61304
1000000,16,35,65+,62317
1000000,16,36,0-5,59065
1000000,16,36,6-11,61181
1000000,16,36,12-17,55684
1000000,16,36,18-44,58504
1000000,16,36,45-64,61199
1000000,16,36,65+,62321
1000000,16,37,0-5,59122
1000000,16,37,6-11,61215
1000000,16,37,12-17,55605
1000000,16,37,18-44,58449
1000000,16,37,45-64,60989
1000000,16,37,65+,62272
1000000,16,38,0-5,59213
1000000,16,38,6-11,61061
1000000,16,38,12-17,55641
1000000,16,38,18-44,58366
1000000,16,38,45-64,60876
1000000,16,38,65+,62266
1000000,16,39,0-5,59288
1000000,16,39,6-11,60912
1000000,16,39,12-17,55665
1000000,16,39,18-44,58209
1000000,16,39,45-64,60773
1000000,16,39,65+,62255
1000000,16,40,0-5,59167
1000000,16,40,6-11,60848
1000000,16,40,12-17,55640
1000000,16,40,18-44,58091
1000000,16,40,45-64,60536
1000000,16,40,65+,62130
1000000,16,41,0-5,59184
1000000,16,41,6-11,60742
1000000,16,41,12-17,55723
1000000,16,41,18-44,57957
1000000,16,41,45-64,60289
1000000,16,41,65+,62082
1000000,16,42,0-5,59005
1000000,16,42,6-11,60535
1000000,16,42,12-17,55730
1000000,16,42,18-44,57911
1000000,16,42,45-64,60226
1000000,16,42,65+,61991
1000000,16,43,0-5,58919
1000000,16,43,6-11,60447
1000000,16,43,12-17,55606
1000000,16,43,18-44,57594
1000000,16,43,45-64,60004
1000000,16,43,65+,61936
1000000,16,44,0-5,58842
1000000,16,44,6-11,60250
1000000,16,44,12-17,55725
1000000,16,44,18-44,57460
1000000,16,44,45-64,59744
1000000,16,44,65+,61850
1000000,16,45,0-5,58763
1000000,16,45,6-11,60138
1000000,16,45,12-17,55700
1000000,16,45,18-44,57248
1000000,16,45,45-64,59578
1000000,16,45,65+,61729
1000000,16,46,0-5,58756
1000000,16,46,6-11,60109
1000000,16,46,12-17,55797
1000000,16,46,18-44,57125
1000000,16,46,45-64,59409
1000000,16,46,65+,61627
1000000,16,47,0-5,58809
1000000,16,47,6-11,60066
1000000,16,47,12-17,55669
1000000,16,47,18-44,56884
1000000,16,47,45-64,59307
1000000,16,47,65+,61506
1000000,16,48,0-5,58907
1000000,16,48,6-11,60062
1000000,16,48,12-17,55620
1000000,16,48,18-44,56847
1000000,16,48,45-64,59305
1000000,16,48,65+,61388
1000000,16,49,0-5,58684
1000000,16,49,6-11,60025
1000000,16,49,12-17,55533
1000000,16,49,18-44,56772
1000000,16,49,45-64,59140
1000000,16,49,65+,61314
1000000,16,50,0-5,58537
1000000,16,50,6-11,60017
1000000,16,50,12-17,55491
1000000,16,50,18-44,56746
1000000,16,50,45-64,58923
1000000,16,50,65+,61229
1000000,16,51,0-5,58491
1000000,16,51,6-11,59919
1000000,16,51,12-17,55488
1000000,16,51,18-44,56632
1000000,16,51,45-64,58719
1000000,16,51,65+,61076
1000000,16,52,0-5,58473
1000000,16,52,6-11,59874
1000000,16,52,12-17,55262
1000000,16,52,18-44,56485
1000000,16,52,45-64,58662
1000000,16,52,65+,60978
1000000,16,53,0-5,58309
1000000,16,53,6-11,59726
1000000,16,53,12-17,55076
1000000,16,53,18-44,56252
1000000,16,53,45-64,58644
1000000,16,53,65+,60921
1000000,16,54,0-5,58285
1000000,16,54,6-11,59676
1000000,16,54,12-17,54953
1000000,16,54,18-44,56292
1000000,16,54,45-64,58699
1000000,16,54,65+,60850
1000000,16,55,0-5,58252
1000000,16,55,6-11,59660
1000000,16,55,12-17,54854
1000000,16,55,18-44,56184
1000000,16,55,45-64,58652
1000000,16,55,65+,60911
1000000,16,56,0-5,58169
1000000,16,56,6-11,59712
1000000,16,56,12-17,54756
1000000,16,56,18-44,56192
1000000,16,56,45-64,58565
1000000,16,56,65+,60838
1000000,16,57,0-5,58026
1000000,16,57,6-11,59616
1000000,16,57,12-17,54741
1000000,16,57,18-44,56063
1000000,16,57,45-64,58424
1000000,16,57,65+,60645
1000000,16,58,0-5,58030
1000000,16,58,6-11,59607
1000000,16,58,12-17,54788
1000000,16,58,18-44,56172
1000000,16,58,45-64,58263
1000000,16,58,65+,60576
1000000,16,59,0-5,58117
1000000,16,59,6-11,59623
1000000,16,59,12-17,54847
1000000,16,59,18-44,56064
1000000,16,59,45-64,58244
1000000,16,59,65+,60415
1000000,16,60,0-5,57860
1000000,16,60,6-11,59685
1000000,16,60,12-17,54745
1000000,16,60,18-44,56048
1000000,16,60,45-64,58222
1000000,16,60,65+,60273
1000000,16,61,0-5,57805
1000000,16,61,6-11,59634
1000000,16,61,12-17,54851
1000000,16,61,18-44,55845
1000000,16,61,45-64,58043
1000000,16,61,65+,60121
1000000,16,62,0-5,57778
1000000,16,62,6-11,59697
1000000,16,62,12-17,54833
1000000,16,62,18-44,55737
1000000,16,62,45-64,58099
1000000,16,62,65+,60113
1000000,16,63,0-5,57825
1000000,16,63,6-11,59713
1000000,16,63,12-17,54771
1000000,16,63,18-44,55626
1000000,16,63,45-64,58133
1000000,16,63,65+,60175
1000000,16,64,0-5,57787
1000000,16,64,6-11,59704
1000000,16,64,12-17,54793
1000000,16,64,18-44,55561
1000000,16,64,45-64,58072
1000000,16,64,65+,60028
1000000,16,65,0-5,57992
1000000,16,65,6-11,59868
1000000,16,65,12-17,54800
1000000,16,65,18-44,55404
1000000,16,65,45-64,58053
1000000,16,65,65+,60004
1000000,16,66,0-5,58032
1000000,16,66,6-11,59931
