Np,L,day,age_group,uniq
1000000,32,82,12-17,27908
1000000,32,82,18-44,27658
1000000,32,82,45-64,28761
1000000,32,82,65+,30130
1000000,32,83,0-5,29358
1000000,32,83,6-11,30795
1000000,32,83,12-17,27927
1000000,32,83,18-44,27607
1000000,32,83,45-64,28770
1000000,32,83,65+,30146
1000000,32,84,0-5,29414
1000000,32,84,6-11,30808
1000000,32,84,12-17,27986
1000000,32,84,18-44,27623
1000000,32,84,45-64,28725
1000000,32,84,65+,30093
1000000,32,85,0-5,29429
1000000,32,85,6-11,30903
1000000,32,85,12-17,28083
1000000,32,85,18-44,27622
1000000,32,85,45-64,28734
1000000,32,85,65+,30061
1000000,32,86,0-5,29443
1000000,32,86,6-11,30986
1000000,32,86,12-17,28167
1000000,32,86,18-44,27634
1000000,32,86,45-64,28731
1000000,32,86,65+,30061
1000000,32,87,0-5,29448
1000000,32,87,6-11,31071
1000000,32,87,12-17,28247
1000000,32,87,18-44,27732
1000000,32,87,45-64,28669
1000000,32,87,65+,30207
1000000,32,88,0-5,29480
1000000,32,88,6-11,31072
1000000,32,88,12-17,28155
1000000,32,88,18-44,27747
1000000,32,88,45-64,28670
1000000,32,88,65+,30247
1000000,32,89,0-5,29580
1000000,32,89,6-11,31176
1000000,32,89,12-17,28178
1000000,32,89,18-44,27736
1000000,32,89,45-64,28623
1000000,32,89,65+,30279
1000000,32,90,0-5,29605
1000000,32,90,6-11,31223
1000000,32,90,12-17,28269
1000000,32,90,18-44,27703
1000000,32,90,45-64,28552
1000000,32,90,65+,30253
1000000,32,91,0-5,29714
1000000,32,91,6-11,31335
1000000,32,91,12-17,28303
1000000,32,91,18-44,27634
1000000,32,91,45-64,28551
1000000,32,91,65+,30261
1000000,32,92,0-5,29803
1000000,32,92,6-11,31468
1000000,32,92,12-17,28350
1000000,32,92,18-44,27616
1000000,32,92,45-64,28596
1000000,32,92,65+,30293
1000000,32,93,0-5,29993
1000000,32,93,6-11,31607
1000000,32,93,12-17,28334
1000000,32,93,18-44,27644
1000000,32,93,45-64,28642
1000000,32,93,65+,30316
1000000,32,94,0-5,30051
1000000,32,94,6-11,31680
1000000,32,94,12-17,28425
1000000,32,94,18-44,27656
1000000,32,94,45-64,28615
1000000,32,94,65+,30359
1000000,32,95,0-5,30119
1000000,32,95,6-11,31796
1000000,32,95,12-17,28574
1000000,32,95,18-44,27624
1000000,32,95,45-64,28630
1000000,32,95,65+,30448
1000000,32,96,0-5,30271
1000000,32,96,6-11,31936
1000000,32,96,12-17,28603
1000000,32,96,18-44,27603
1000000,32,96,45-64,28594
1000000,32,96,65+,30399
1000000,32,97,0-5,30375
1000000,32,97,6-11,32023
1000000,32,97,12-17,28680
1000000,32,97,18-44,27565
1000000,32,97,45-64,28594
1000000,32,97,65+,30402
1000000,32,98,0-5,30455
1000000,32,98,6-11,32159
1000000,32,98,12-17,28735
1000000,32,98,18-44,27567
1000000,32,98,45-64,28565
1000000,32,98,65+,30430
1000000,32,99,0-5,30601
1000000,32,99,6-11,32336
1000000,32,99,12-17,28831
1000000,32,99,18-44,27623
1000000,32,99,45-64,28605
1000000,32,99,65+,30313
1000000,32,100,0-5,30736
1000000,32,100,6-11,32487
1000000,32,100,12-17,28900
1000000,32,100,18-44,27647
1000000,32,100,45-64,28677
1000000,32,100,65+,30336
1000000,32,101,0-5,30852
1000000,32,101,6-11,32658
1000000,32,101,12-17,28966
1000000,32,101,18-44,27601
1000000,32,101,45-64,28718
1000000,32,101,65+,30354
1000000,32,102,0-5,30950
1000000,32,102,6-11,32799
1000000,32,102,12-17,28956
1000000,32,102,18-44,27632
1000000,32,102,45-64,28700
1000000,32,102,65+,30418
1000000,32,103,0-5,31099
1000000,32,103,6-11,32988
1000000,32,103,12-17,29041
1000000,32,103,18-44,27683
1000000,32,103,45-64,28769
1000000,32,103,65+,30501
1000000,32,104,0-5,31172
1000000,32,104,6-11,33105
1000000,32,104,12-17,29087
1000000,32,104,18-44,27644
1000000,32,104,45-64,28842
1000000,32,104,65+,30587
1000000,32,105,0-5,31255
1000000,32,105,6-11,33335
1000000,32,105,12-17,29146
1000000,32,105,18-44,27612
1000000,32,105,45-64,28884
1000000,32,105,65+,30737
1000000,32,106,0-5,31280
1000000,32,106,6-11,33537
1000000,32,106,12-17,29189
1000000,32,106,18-44,27573
1000000,32,106,45-64,28833
1000000,32,106,65+,30869
1000000,32,107,0-5,31384
1000000,32,107,6-11,33760
1000000,32,107,12-17,29334
1000000,32,107,18-44,27555
1000000,32,107,45-64,28889
1000000,32,107,65+,30845
1000000,32,108,0-5,31470
1000000,32,108,6-11,33987
1000000,32,108,12-17,29496
1000000,32,108,18-44,27575
1000000,32,108,45-64,28794
1000000,32,108,65+,30842
1000000,32,109,0-5,31623
1000000,32,109,6-11,34228
1000000,32,109,12-17,29534
1000000,32,109,18-44,27497
1000000,32,109,45-64,28755
1000000,32,109,65+,30865
1000000,32,110,0-5,31766
1000000,32,110,6-11,34435
1000000,32,110,12-17,29630
1000000,32,110,18-44,27476
1000000,32,110,45-64,28736
1000000,32,110,65+,30952
1000000,32,111,0-5,31969
1000000,32,111,6-11,34671
1000000,32,111,12-17,29794
1000000,32,111,18-44,27524
1000000,32,111,45-64,28729
1000000,32,111,65+,31015
1000000,32,112,0-5,32217
1000000,32,112,6-11,34974
1000000,32,112,12-17,29959
1000000,32,112,18-44,27589
1000000,32,112,45-64,28758
1000000,32,112,65+,31105
1000000,32,113,0-5,32510
1000000,32,113,6-11,35172
1000000,32,113,12-17,30088
1000000,32,113,18-44,27705
1000000,32,113,45-64,28798
1000000,32,113,65+,31169
1000000,32,114,0-5,32708
1000000,32,114,6-11,35453
1000000,32,114,12-17,30281
1000000,32,114,18-44,27750
1000000,32,114,45-64,28792
1000000,32,114,65+,31308
1000000,32,115,0-5,32952
1000000,32,115,6-11,35700
1000000,32,115,12-17,30508
1000000,32,115,18-44,27716
1000000,32,115,45-64,28791
1000000,32,115,65+,31308
1000000,32,116,0-5,33197
1000000,32,116,6-11,36017
1000000,32,116,12-17,30634
1000000,32,116,18-44,27741
1000000,32,116,45-64,28867
1000000,32,116,65+,31354
1000000,32,117,0-5,33446
1000000,32,117,6-11,36316
1000000,32,117,12-17,30824
1000000,32,117,18-44,27762
1000000,32,117,45-64,28879
1000000,32,117,65+,31500
1000000,32,118,0-5,34573
1000000,32,118,6-11,37638
1000000,32,118,12-17,31954
1000000,32,118,18-44,28692
1000000,32,118,45-64,29747
1000000,32,118,65+,32583
1000000,32,119,0-5,35830
1000000,32,119,6-11,38987
1000000,32,119,12-17,33128
1000000,32,119,18-44,29712
1000000,32,119,45-64,30770
1000000,32,119,65+,33721
1000000,32,120,0-5,37170
1000000,32,120,6-11,40487
1000000,32,120,12-17,34343
1000000,32,120,18-44,30737
1000000,32,120,45-64,31871
1000000,32,120,65+,34852
1000000,32,121,0-5,38562
1000000,32,121,6-11,42148
1000000,32,121,12-17,35662
1000000,32,121,18-44,31836
1000000,32,121,45-64,33028
1000000,32,121,65+,36122
1000000,32,122,0-5,40124
1000000,32,122,6-11,43821
1000000,32,122,12-17,37122
1000000,32,122,18-44,33021
1000000,32,122,45-64,34256
1000000,32,122,65+,37521
1000000,32,123,0-5,41773
1000000,32,123,6-11,45618
1000000,32,123,12-17,38678
1000000,32,123,18-44,34284
1000000,32,123,45-64,35602
1000000,32,123,65+,39010
1000000,32,124,0-5,43534
1000000,32,124,6-11,47601
1000000,32,124,12-17,40384
1000000,32,124,18-44,35689
1000000,32,124,45-64,37147
1000000,32,124,65+,40590
1000000,32,125,0-5,45463
1000000,32,125,6-11,49718
1000000,32,125,12-17,42203
1000000,32,125,18-44,37165
1000000,32,125,45-64,38669
1000000,32,125,65+,42312
1000000,32,126,0-5,47620
1000000,32,126,6-11,52041
1000000,32,126,12-17,44160
1000000,32,126,18-44,38802
1000000,32,126,45-64,40338
1000000,32,126,65+,44148
1000000,32,127,0-5,49939
1000000,32,127,6-11,54533
1000000,32,127,12-17,46327
1000000,32,127,18-44,40623
1000000,32,127,45-64,42282
1000000,32,127,65+,46312
1000000,32,128,0-5,52546
1000000,32,128,6-11,57341
1000000,32,128,12-17,48627
1000000,32,128,18-44,42548
1000000,32,128,45-64,44355
1000000,32,128,65+,48611
1000000,32,129,0-5,55371
1000000,32,129,6-11,60369
1000000,32,129,12-17,51258
1000000,32,129,18-44,44735
1000000,32,129,45-64,46609
1000000,32,129,65+,51128
1000000,32,130,0-5,58467
1000000,32,130,6-11,63765
1000000,32,130,12-17,54132
1000000,32,130,18-44,47194
1000000,32,130,45-64,49113
1000000,32,130,65+,53865
1000000,32,131,0-5,61902
1000000,32,131,6-11,67587
1000000,32,131,12-17,57354
1000000,32,131,18-44,49897
1000000,32,131,45-64,51857
1000000,32,131,65+,56863
1000000,32,132,0-5,65700
1000000,32,132,6-11,71714
1000000,32,132,12-17,60791
1000000,32,132,18-44,52828
1000000,32,132,45-64,54988
1000000,32,132,65+,60199
1000000,32,133,0-5,69942
1000000,32,133,6-11,76332
1000000,32,133,12-17,64850
1000000,32,133,18-44,56107
1000000,32,133,45-64,58398
1000000,32,133,65+,64034
1000000,32,134,0-5,74859
1000000,32,134,6-11,81597
1000000,32,134,12-17,69390
1000000,32,134,18-44,59823
1000000,32,134,45-64,62289
1000000,32,134,65+,68212
1000000,32,135,0-5,80223
1000000,32,135,6-11,87660
1000000,32,135,12-17,74552
1000000,32,135,18-44,64002
1000000,32,135,45-64,66745
1000000,32,135,65+,73213
1000000,32,136,0-5,86385
1000000,32,136,6-11,94203
1000000,32,136,12-17,80321
1000000,32,136,18-44,68900
1000000,32,136,45-64,71833
1000000,32,136,65+,78838
1000000,32,137,0-5,93492
1000000,32,137,6-11,101777
1000000,32,137,12-17,87266
1000000,32,137,18-44,74732
1000000,32,137,45-64,77826
1000000,32,137,65+,85366
1000000,32,138,0-5,101764
1000000,32,138,6-11,110689
1000000,32,138,12-17,95237
1000000,32,138,18-44,81460
1000000,32,138,45-64,84788
1000000,32,138,65+,93019
1000000,32,139,0-5,111830
1000000,32,139,6-11,121078
1000000,32,139,12-17,104644
1000000,32,139,18-44,89627
1000000,32,139,45-64,92936
1000000,32,139,65+,102129
1000000,32,140,0-5,123725
1000000,32,140,6-11,133470
1000000,32,140,12-17,116055
1000000,32,140,18-44,99294
1000000,32,140,45-64,102977
1000000,32,140,65+,112812
1000000,32,141,0-5,138097
1000000,32,141,6-11,148677
1000000,32,141,12-17,130103
1000000,32,141,18-44,111384
1000000,32,141,45-64,115388
1000000,32,141,65+,125790
1000000,32,142,0-5,155663
1000000,32,142,6-11,167038
1000000,32,142,12-17,147401
1000000,32,142,18-44,126492
1000000,32,142,45-64,130839
1000000,32,142,65+,142101
1000000,32,143,0-5,177822
1000000,32,143,6-11,189478
1000000,32,143,12-17,169361
1000000,32,143,18-44,146098
1000000,32,143,45-64,150774
1000000,32,143,65+,163223
1000000,32,144,0-5,205581
1000000,32,144,6-11,217542
1000000,32,144,12-17,197357
1000000,32,144,18-44,172437
1000000,32,144,45-64,177360
1000000,32,144,65+,190503
1000000,32,145,0-5,241196
1000000,32,145,6-11,252966
1000000,32,145,12-17,234019
1000000,32,145,18-44,208249
1000000,32,145,45-64,213148
1000000,32,145,65+,226711
1000000,32,146,0-5,289421
1000000,32,146,6-11,299361
1000000,32,146,12-17,282833
1000000,32,146,18-44,258147
1000000,32,146,45-64,262553
1000000,32,146,65+,275801
1000000,32,147,0-5,356581
1000000,32,147,6-11,363660
1000000,32,147,12-17,350297
1000000,32,147,18-44,329026
1000000,32,147,45-64,332896
1000000,32,147,65+,344558
1000000,32,148,0-5,456754
1000000,32,148,6-11,461106
1000000,32,148,12-17,452065
1000000,32,148,18-44,435266
1000000,32,148,45-64,438279
1000000,32,148,65+,447556
1000000,32,149,0-5,626497
1000000,32,149,6-11,628234
1000000,32,149,12-17,623470
1000000,32,149,18-44,614237
1000000,32,149,45-64,615769
1000000,32,149,65+,620560
1000000,wh,1,0-5,5926
1000000,wh,1,6-11,193
1000000,wh,1,12-17,3038
1000000,wh,1,18-44,6073
1000000,wh,1,45-64,6156
1000000,wh,1,65+,6013
1000000,wh,2,0-5,6108
1000000,wh,2,6-11,230
1000000,wh,2,12-17,3539
1000000,wh,2,18-44,6138
1000000,wh,2,45-64,6307
1000000,wh,2,65+,6276
1000000,wh,3,0-5,6304
1000000,wh,3,6-11,949
1000000,wh,3,12-17,4741
1000000,wh,3,18-44,6221
1000000,wh,3,45-64,6514
1000000,wh,3,65+,6601
1000000,wh,4,0-5,6532
1000000,wh,4,6-11,6223
1000000,wh,4,12-17,5953
1000000,wh,4,18-44,6278
1000000,wh,4,45-64,6642
1000000,wh,4,65+,6851
1000000,wh,5,0-5,6649
1000000,wh,5,6-11,6620
1000000,wh,5,12-17,6141
1000000,wh,5,18-44,6329
1000000,wh,5,45-64,6707
1000000,wh,5,65+,6996
1000000,wh,6,0-5,6723
1000000,wh,6,6-11,6691
1000000,wh,6,12-17,6220
1000000,wh,6,18-44,6368
1000000,wh,6,45-64,6752
1000000,wh,6,65+,7106
1000000,wh,7,0-5,6780
1000000,wh,7,6-11,6766
1000000,wh,7,12-17,6274
1000000,wh,7,18-44,6416
1000000,wh,7,45-64,6799
1000000,wh,7,65+,7179
1000000,wh,8,0-5,6830
1000000,wh,8,6-11,6831
1000000,wh,8,12-17,6324
1000000,wh,8,18-44,6455
1000000,wh,8,45-64,6838
1000000,wh,8,65+,7226
1000000,wh,9,0-5,6881
1000000,wh,9,6-11,6881
1000000,wh,9,12-17,6364
1000000,wh,9,18-44,6502
1000000,wh,9,45-64,6888
1000000,wh,9,65+,7265
1000000,wh,10,0-5,6932
1000000,wh,10,6-11,6961
1000000,wh,10,12-17,6419
1000000,wh,10,18-44,6539
1000000,wh,10,45-64,6933
1000000,wh,10,65+,7307
1000000,wh,11,0-5,7000
1000000,wh,11,6-11,7026
1000000,wh,11,12-17,6458
1000000,wh,11,18-44,6580
1000000,wh,11,45-64,6991
1000000,wh,11,65+,7356
1000000,wh,12,0-5,7048
1000000,wh,12,6-11,7092
1000000,wh,12,12-17,6496
1000000,wh,12,18-44,6617
1000000,wh,12,45-64,7033
1000000,wh,12,65+,7402
1000000,wh,13,0-5,7121
1000000,wh,13,6-11,7164
1000000,wh,13,12-17,6540
1000000,wh,13,18-44,6653
1000000,wh,13,45-64,7073
1000000,wh,13,65+,7451
1000000,wh,14,0-5,7181
1000000,wh,14,6-11,7220
1000000,wh,14,12-17,6595
1000000,wh,14,18-44,6698
1000000,wh,14,45-64,7107
1000000,wh,14,65+,7498
1000000,wh,15,0-5,7242
1000000,wh,15,6-11,7293
1000000,wh,15,12-17,6657
1000000,wh,15,18-44,6740
1000000,wh,15,45-64,7163
1000000,wh,15,65+,7549
1000000,wh,16,0-5,7295
1000000,wh,16,6-11,7360
1000000,wh,16,12-17,6709
1000000,wh,16,18-44,6788
1000000,wh,16,45-64,7210
1000000,wh,16,65+,7609
1000000,wh,17,0-5,7351
1000000,wh,17,6-11,7433
1000000,wh,17,12-17,6760
1000000,wh,17,18-44,6835
1000000,wh,17,45-64,7257
1000000,wh,17,65+,7653
1000000,wh,18,0-5,7416
1000000,wh,18,6-11,7502
1000000,wh,18,12-17,6814
1000000,wh,18,18-44,6885
1000000,wh,18,45-64,7311
1000000,wh,18,65+,7707
1000000,wh,19,0-5,7474
1000000,wh,19,6-11,7586
1000000,wh,19,12-17,6865
1000000,wh,19,18-44,6942
1000000,wh,19,45-64,7354
1000000,wh,19,65+,7763
1000000,wh,20,0-5,7534
1000000,wh,20,6-11,7651
1000000,wh,20,12-17,6911
1000000,wh,20,18-44,6984
1000000,wh,20,45-64,7404
1000000,wh,20,65+,7815
1000000,wh,21,0-5,7607
1000000,wh,21,6-11,7721
1000000,wh,21,12-17,6962
1000000,wh,21,18-44,7034
1000000,wh,21,45-64,7459
1000000,wh,21,65+,7878
1000000,wh,22,0-5,7666
1000000,wh,22,6-11,7785
1000000,wh,22,12-17,7018
1000000,wh,22,18-44,7084
1000000,wh,22,45-64,7521
1000000,wh,22,65+,7923
1000000,wh,23,0-5,7745
1000000,wh,23,6-11,7868
1000000,wh,23,12-17,7082
1000000,wh,23,18-44,7134
1000000,wh,23,45-64,7572
1000000,wh,23,65+,7980
1000000,wh,24,0-5,7810
1000000,wh,24,6-11,7962
1000000,wh,24,12-17,7142
1000000,wh,24,18-44,7199
1000000,wh,24,45-64,7617
1000000,wh,24,65+,8049
1000000,wh,25,0-5,7881
1000000,wh,25,6-11,8054
1000000,wh,25,12-17,7200
1000000,wh,25,18-44,7265
1000000,wh,25,45-64,7664
1000000,wh,25,65+,8106
1000000,wh,26,0-5,7951
1000000,wh,26,6-11,8130
1000000,wh,26,12-17,7250
1000000,wh,26,18-44,7306
1000000,wh,26,45-64,7715
1000000,wh,26,65+,8167
1000000,wh,27,0-5,8008
1000000,wh,27,6-11,8215
1000000,wh,27,12-17,7299
1000000,wh,27,18-44,7378
1000000,wh,27,45-64,7771
1000000,wh,27,65+,8236
1000000,wh,28,0-5,8071
1000000,wh,28,6-11,8320
1000000,wh,28,12-17,7367
1000000,wh,28,18-44,7442
1000000,wh,28,45-64,7820
1000000,wh,28,65+,8303
1000000,wh,29,0-5,8147
1000000,wh,29,6-11,8421
1000000,wh,29,12-17,7430
1000000,wh,29,18-44,7498
1000000,wh,29,45-64,7884
1000000,wh,29,65+,8363
1000000,wh,30,0-5,8209
1000000,wh,30,6-11,8514
1000000,wh,30,12-17,7480
1000000,wh,30,18-44,7557
1000000,wh,30,45-64,7942
1000000,wh,30,65+,8436
1000000,wh,31,0-5,8286
1000000,wh,31,6-11,8608
1000000,wh,31,12-17,7546
1000000,wh,31,18-44,7610
1000000,wh,31,45-64,8002
1000000,wh,31,65+,8490
1000000,wh,32,0-5,8355
1000000,wh,32,6-11,8699
1000000,wh,32,12-17,7604
1000000,wh,32,18-44,7664
1000000,wh,32,45-64,8060
1000000,wh,32,65+,8558
1000000,wh,33,0-5,8427
1000000,wh,33,6-11,8774
1000000,wh,33,12-17,7676
1000000,wh,33,18-44,7724
1000000,wh,33,45-64,8118
1000000,wh,33,65+,8624
1000000,wh,34,0-5,8502
1000000,wh,34,6-11,8857
1000000,wh,34,12-17,7754
1000000,wh,34,18-44,7771
1000000,wh,34,45-64,8175
1000000,wh,34,65+,8688
1000000,wh,35,0-5,8577
1000000,wh,35,6-11,8949
1000000,wh,35,12-17,7822
1000000,wh,35,18-44,7837
1000000,wh,35,45-64,8247
1000000,wh,35,65+,8762
1000000,wh,36,0-5,8644
1000000,wh,36,6-11,9055
1000000,wh,36,12-17,7889
1000000,wh,36,18-44,7896
1000000,wh,36,45-64,8321
1000000,wh,36,65+,8839
1000000,wh,37,0-5,8725
1000000,wh,37,6-11,9126
1000000,wh,37,12-17,7959
1000000,wh,37,18-44,7951
1000000,wh,37,45-64,8383
1000000,wh,37,65+,8900
1000000,wh,38,0-5,8791
1000000,wh,38,6-11,9201
1000000,wh,38,12-17,8042
1000000,wh,38,18-44,8017
1000000,wh,38,45-64,8464
1000000,wh,38,65+,8985
1000000,wh,39,0-5,8865
1000000,wh,39,6-11,9289
1000000,wh,39,12-17,8113
1000000,wh,39,18-44,8083
1000000,wh,39,45-64,8549
1000000,wh,39,65+,9044
1000000,wh,40,0-5,8932
1000000,wh,40,6-11,9383
1000000,wh,40,12-17,8184
1000000,wh,40,18-44,8139
1000000,wh,40,45-64,8618
1000000,wh,40,65+,9121
1000000,wh,41,0-5,9012
1000000,wh,41,6-11,9461
1000000,wh,41,12-17,8274
1000000,wh,41,18-44,8218
1000000,wh,41,45-64,8676
1000000,wh,41,65+,9217
1000000,wh,42,0-5,9092
1000000,wh,42,6-11,9570
1000000,wh,42,12-17,8368
1000000,wh,42,18-44,8288
1000000,wh,42,45-64,8747
1000000,wh,42,65+,9280
1000000,wh,43,0-5,9185
1000000,wh,43,6-11,9657
1000000,wh,43,12-17,8455
1000000,wh,43,18-44,8359
1000000,wh,43,45-64,8814
1000000,wh,43,65+,9369
1000000,wh,44,0-5,9282
1000000,wh,44,6-11,9761
1000000,wh,44,12-17,8534
1000000,wh,44,18-44,8433
1000000,wh,44,45-64,8882
1000000,wh,44,65+,9454
1000000,wh,45,0-5,9365
1000000,wh,45,6-11,9866
1000000,wh,45,12-17,8635
1000000,wh,45,18-44,8499
1000000,wh,45,45-64,8958
1000000,wh,45,65+,9534
1000000,wh,46,0-5,9466
1000000,wh,46,6-11,9966
1000000,wh,46,12-17,8736
1000000,wh,46,18-44,8579
1000000,wh,46,45-64,9043
1000000,wh,46,65+,9620
1000000,wh,47,0-5,9572
1000000,wh,47,6-11,10078
1000000,wh,47,12-17,8819
1000000,wh,47,18-44,8642
1000000,wh,47,45-64,9106
1000000,wh,47,65+,9711
1000000,wh,48,0-5,9677
1000000,wh,48,6-11,10175
1000000,wh,48,12-17,8911
1000000,wh,48,18-44,8734
1000000,wh,48,45-64,9193
1000000,wh,48,65+,9809
1000000,wh,49,0-5,9790
1000000,wh,49,6-11,10283
1000000,wh,49,12-17,8991
1000000,wh,49,18-44,8824
1000000,wh,49,45-64,9281
1000000,wh,49,65+,9895
1000000,wh,50,0-5,9906
1000000,wh,50,6-11,10386
1000000,wh,50,12-17,9102
1000000,wh,50,18-44,8917
1000000,wh,50,45-64,9369
1000000,wh,50,65+,9995
1000000,wh,51,0-5,10011
1000000,wh,51,6-11,10494
1000000,wh,51,12-17,9203
1000000,wh,51,18-44,8999
1000000,wh,51,45-64,9452
1000000,wh,51,65+,10102
1000000,wh,52,0-5,10109
1000000,wh,52,6-11,10603
1000000,wh,52,12-17,9298
1000000,wh,52,18-44,9092
1000000,wh,52,45-64,9549
1000000,wh,52,65+,10193
1000000,wh,53,0-5,10213
1000000,wh,53,6-11,10707
1000000,wh,53,12-17,9393
1000000,wh,53,18-44,9189
1000000,wh,53,45-64,9643
1000000,wh,53,65+,10289
1000000,wh,54,0-5,10319
1000000,wh,54,6-11,10832
1000000,wh,54,12-17,9488
1000000,wh,54,18-44,9281
1000000,wh,54,45-64,9745
1000000,wh,54,65+,10406
1000000,wh,55,0-5,10440
1000000,wh,55,6-11,10949
1000000,wh,55,12-17,9613
1000000,wh,55,18-44,9372
1000000,wh,55,45-64,9848
1000000,wh,55,65+,10500
1000000,wh,56,0-5,10543
1000000,wh,56,6-11,11083
1000000,wh,56,12-17,9717
1000000,wh,56,18-44,9459
1000000,wh,56,45-64,9941
1000000,wh,56,65+,10607
1000000,wh,57,0-5,10652
1000000,wh,57,6-11,11213
1000000,wh,57,12-17,9820
1000000,wh,57,18-44,9562
1000000,wh,57,45-64,10025
1000000,wh,57,65+,10701
1000000,wh,58,0-5,10762
1000000,wh,58,6-11,11354
1000000,wh,58,12-17,9929
1000000,wh,58,18-44,9669
1000000,wh,58,45-64,10148
1000000,wh,58,65+,10815
1000000,wh,59,0-5,10900
1000000,wh,59,6-11,11491
1000000,wh,59,12-17,10052
1000000,wh,59,18-44,9769
1000000,wh,59,45-64,10257
1000000,wh,59,65+,10931
1000000,wh,60,0-5,11034
1000000,wh,60,6-11,11636
1000000,wh,60,12-17,10179
1000000,wh,60,18-44,9879
1000000,wh,60,45-64,10370
1000000,wh,60,65+,11035
1000000,wh,61,0-5,11183
1000000,wh,61,6-11,11790
1000000,wh,61,12-17,10306
1000000,wh,61,18-44,9986
1000000,wh,61,45-64,10492
1000000,wh,61,65+,11164
1000000,wh,62,0-5,11316
1000000,wh,62,6-11,11942
1000000,wh,62,12-17,10431
1000000,wh,62,18-44,10095
1000000,wh,62,45-64,10635
1000000,wh,62,65+,11291
1000000,wh,63,0-5,11458
1000000,wh,63,6-11,12112
1000000,wh,63,12-17,10544
1000000,wh,63,18-44,10228
1000000,wh,63,45-64,10754
1000000,wh,63,65+,11437
1000000,wh,64,0-5,11596
1000000,wh,64,6-11,12273
1000000,wh,64,12-17,10687
1000000,wh,64,18-44,10358
1000000,wh,64,45-64,10870
1000000,wh,64,65+,11583
1000000,wh,65,0-5,11729
1000000,wh,65,6-11,12413
1000000,wh,65,12-17,10825
1000000,wh,65,18-44,10492
1000000,wh,65,45-64,10988
1000000,wh,65,65+,11709
1000000,wh,66,0-5,11871
1000000,wh,66,6-11,12568
1000000,wh,66,12-17,10969
1000000,wh,66,18-44,10635
1000000,wh,66,45-64,11129
1000000,wh,66,65+,11863
1000000,wh,67,0-5,12014
1000000,wh,67,6-11,12739
1000000,wh,67,12-17,11123
1000000,wh,67,18-44,10778
1000000,wh,67,45-64,11282
1000000,wh,67,65+,12002
1000000,wh,68,0-5,12182
1000000,wh,68,6-11,12909
1000000,wh,68,12-17,11279
1000000,wh,68,18-44,10919
1000000,wh,68,45-64,11418
1000000,wh,68,65+,12164
1000000,wh,69,0-5,12359
1000000,wh,69,6-11,13079
1000000,wh,69,12-17,11439
1000000,wh,69,18-44,11070
1000000,wh,69,45-64,11552
1000000,wh,69,65+,12316
1000000,wh,70,0-5,12518
1000000,wh,70,6-11,13265
1000000,wh,70,12-17,11584
1000000,wh,70,18-44,11217
1000000,wh,70,45-64,11712
1000000,wh,70,65+,12473
1000000,wh,71,0-5,12689
1000000,wh,71,6-11,13457
1000000,wh,71,12-17,11755
1000000,wh,71,18-44,11351
1000000,wh,71,45-64,11862
1000000,wh,71,65+,12643
1000000,wh,72,0-5,12873
1000000,wh,72,6-11,13673
1000000,wh,72,12-17,11915
1000000,wh,72,18-44,11492
1000000,wh,72,45-64,12011
1000000,wh,72,65+,12830
1000000,wh,73,0-5,13049
1000000,wh,73,6-11,13850
1000000,wh,73,12-17,12074
1000000,wh,73,18-44,11628
1000000,wh,73,45-64,12147
1000000,wh,73,65+,12996
1000000,wh,74,0-5,13233
1000000,wh,74,6-11,14038
1000000,wh,74,12-17,12268
1000000,wh,74,18-44,11799
1000000,wh,74,45-64,12291
1000000,wh,74,65+,13150
1000000,wh,75,0-5,13440
1000000,wh,75,6-11,14266
1000000,wh,75,12-17,12444
1000000,wh,75,18-44,11955
1000000,wh,75,45-64,12461
1000000,wh,75,65+,13348
1000000,wh,76,0-5,13625
1000000,wh,76,6-11,14494
1000000,wh,76,12-17,12650
1000000,wh,76,18-44,12133
1000000,wh,76,45-64,12649
1000000,wh,76,65+,13508
1000000,wh,77,0-5,13823
1000000,wh,77,6-11,14718
1000000,wh,77,12-17,12853
1000000,wh,77,18-44,12308
1000000,wh,77,45-64,12812
1000000,wh,77,65+,13696
1000000,wh,78,0-5,14001
1000000,wh,78,6-11,14944
1000000,wh,78,12-17,13061
1000000,wh,78,18-44,12469
1000000,wh,78,45-64,12970
1000000,wh,78,65+,13879
1000000,wh,79,0-5,14228
1000000,wh,79,6-11,15195
1000000,wh,79,12-17,13264
1000000,wh,79,18-44,12652
1000000,wh,79,45-64,13170
1000000,wh,79,65+,14079
1000000,wh,80,0-5,14441
1000000,wh,80,6-11,15438
1000000,wh,80,12-17,13457
1000000,wh,80,18-44,12836
1000000,wh,80,45-64,13345
1000000,wh,80,65+,14260
1000000,wh,81,0-5,14661
1000000,wh,81,6-11,15693
1000000,wh,81,12-17,13626
1000000,wh,81,18-44,12993
1000000,wh,81,45-64,13539
1000000,wh,81,65+,14475
1000000,wh,82,0-5,14867
1000000,wh,82,6-11,15980
1000000,wh,82,12-17,13822
1000000,wh,82,18-44,13202
1000000,wh,82,45-64,13723
1000000,wh,82,65+,14700
1000000,wh,83,0-5,15128
1000000,wh,83,6-11,16241
1000000,wh,83,12-17,14069
1000000,wh,83,18-44,13390
1000000,wh,83,45-64,13925
1000000,wh,83,65+,14945
1000000,wh,84,0-5,15372
1000000,wh,84,6-11,16494
1000000,wh,84,12-17,14318
1000000,wh,84,18-44,13597
1000000,wh,84,45-64,14127
